Item name,<pqid>,<title>,<author_name>,<author_corrected>,<author_uninverted>,<startdate>,<enddate>,<displaydate>,<imprint>,<publisher_printer>,<place_of_publication>,<country_of_publication>,<pagination>,<shelfmark>,<source_library>,<source_collection>,<language>,<illustrations>
uni-ucl-jud-0033021-001,uni-ucl-jud-0033021-001,"Annotations vpon the five bookes of Moses, the booke of the Psalmes, and the Song of Songs, or, Canticles. : VVherein the Hebrevv vvords and sentences, are compared with, and explained by the ancient Greeke and Chaldee versions, and other records and monuments of the Hebrews: but chiefly by conference with the holy Scriptures, Moses his words, lawes and ordinances, the sacrifices, and other legall ceremonies heretofore commanded by God to the Church of Israel, are explained. With an advertisement touching some objections made against the sinceritie of the Hebrew text, and allegation of the Rabbines in these annotations. As also tables directing unto such principall things as are observed in the annotations upon each severall booke. By Henry Ainsworth.",Henry Ainsworth,"Ainsworth, Henry, 1571-1622?","Henry, Ainsworth,  1571-1622?",16390101,16391231,1639,London: M.Parsons: 1639.,John Bellamie,London,England,"[10], 172, 156, 184, 206, [2], 168, [28], 189, [7], 59, [1] p. ; 31 cm.",STRONG ROOM MOCATTA QUARTO 1639 A4,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0015242-001,uni-ucl-jud-0015242-001,"Josephi des hochberümpten und fast nutzlichen histori beschreibers, Zwentzig bücher von den alten geschichten : nach den alten Exemplaren fleissig corrigiert vnd gebessert. Siben bücher von dem Jüdischen krieg vnd der zerstörung Hierusalem. /",Josephi Des Hoch,"Josephus, Flavius.","Flavius, Josephus.",15390101,15391231,MDXXXIX [1539].,Strasburg: MDXXXIX. [1539],,Strasbourg,France,"[13], 344, [18]; [11], 183, [8] leaves ; 31 cm.",STRONG ROOM MOCATTA FOLIO 1539 J6,University College London,"Special Collections, UCL Library",German,
uni-ucl-jud-0113185-001,uni-ucl-jud-0113185-001,"Flavii Josephi, dess hochberühmpten jüdischen Geschichtschreibers, Historien vnd Bücher : von alten jüdischen Geschichten zwentzig sampt einem von seinem Leben : vom jüdischen Krieg vnd der Statt Jerusalem endtlicher Zerstörung siben : vom alten Herkommen der Jüden wider den Apion von Alexandria zwey : von den Machabeern oder vom Regiment der Vernunfft eins : Alles auss dem vrsprünglichen griechischen Examplar sampt aller Bücher und Capitel summarischem Innhalt, mit höchstem Fleiss von neuwem verteutscht darzu mit Biblischen Concordantzen Jarrechnung ordenlichen Registern und lieblichen Figuren geziert : mit Römischer Reys. Matest. Freyherr.",Flavii Josephi,"Josephus, Flavius.","Flavius, Josephus.",15690101,15691231,MDLXIX. [1569].,MDLXIX. [1569],,,,"3 pts. in 1 v. ([6], 342, xvii, [13], 183, [9] leaves) : ill. (woodcuts) ; 33 cm.",STRONG ROOM MOCATTA FOLIO 1569 J6,University College London,"Special Collections, UCL Library",German,
uni-ucl-jud-0015251-001,uni-ucl-jud-0015251-001,"Opera Iosephi viri inter Iudaeos doctissimi ac disertissimi, quae ad nostram aetatem pervenerunt, omnia, nimirum ... : nunc vero summa cum diligentia chronologia ad caput vniuscuiusque folij, cum ex veterum tum recentiorem Scriptorum commentarijs, cumq[ue] scholijs necessarijs, per doctum quendam virum in communem rei literariae vtilitatem recens concinnata : cum figuris et indice locupletissimo : omnia quam absolutissime hac editione emendata, et a mendis, quibus scatebant plurimi repurgata.",Josephi Viriinter,"Josephus, Flavius.","Flavius, Josephus.",15800101,15801231,1580,"Francoforti: Sigismundi Fererbendt, DDLXXX. [1580]",Sigismund Feyerabend,Frankfurt,Germany,"[4], 934, [46] p. : ill. ; 38 cm.",STRONG ROOM MOCATTA FOLIO 1580 J6,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0015243-001,uni-ucl-jud-0015243-001,Phlabiou Iosepou Ioudaikes archaiologias logoi 20 : Ioudaikes haloseos logoi 7. Peri archaiotetos Ioudaion kata Apiononos logoi 2. Eis tous Makkabaious logos. E peri autokratoros logismou /,Flavii Josephi,"Josephus, Flavius.","Flavius, Josephus.",15440101,15441231,MDXLIIII [1544].,"Basilae: Froben, MDXLIIII. [1544]",Froben,Basel,Switzerland,"[10], 967, [1] p. ; 32 cm.",STRONG ROOM MOCATTA FOLIO 1544 J6 (1),University College London,"Special Collections, UCL Library",Greek,
uni-ucl-jud-0015240-001,uni-ucl-jud-0015240-001,"Flavii Iosephi, patria Hierosolymitani, religione Iudæi inter Græcos historiographos cum primis facundi, opera quaedam Rvffino presbytero interprete, in quibus post ultimam aliorum æditionem, loca nec pauca, nec omnino leuis momenti ex uetustissimorum codicum collatione restituta compieries lector.Catalogum operum, indicabit proxima pagella.",Flavius Josephus,"Josephus, Flavius.","Flavius, Josephus.",15240101,15241231,Anno MDXXIIII Mense septembri [1524].,"Basilae: Froben, MDXXIIII. [1524]",Froben,Basel,Switzerland,"[60], 907 (i.e. 911) p.",STRONG ROOM MOCATTA FOLIO 1524 J6 (2),University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0015239-001,uni-ucl-jud-0015239-001,"Flauii Iosephi Hebraei, historiographi clariss. Opera, ad multorum codicum Latinorum, eorundem[que] uetustissimorum fidem recognita & castigata, quorum catalogus est qui sequitur : Antiquitatum Iudaicarum li. XX, De bello Iudaico li. VII, Contra Appione[m] apologetici li. II /",Flavii Josephi,"Josephus, Flavius.","Flavius, Josephus.",15240101,15241231,Anno MDXXIIII [1524].,"Colonia Agrippina: Eucharius Cericornus, MDXXIIII. [1524]",Eucharius Cervicornus,Cologne,France,"[30], 347, [1] leaves (the last leaf blank) ; 32 cm.",STRONG ROOM MOCATTA FOLIO 1524 J6,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0015241-001,uni-ucl-jud-0015241-001,"Flauii Iosephi Hebraei, historiographi clariss. Opera, : ad multorum codicum Latinorum, eorundemque vetustissimorum fidem recognita & castigata: quorum catalogus est qui sequitur. Antiquitatum Iudaicarum li. XX. De bello Iudaico lib. VII. Contra Appionem apologetici li. II. Interprete Ruffino presbytero. De insigni Machabaeorum martyrio liber vnus, oppido q[uam] elegans, cui titulu[m] fecit, [Peri autokratoros logismou], castigatus ab Erasmo Roterodamo, nunquam antehac pr[a]edictis additus. Cun indice & annotatiu[n]culis, per quas cui qui respo[n]deat in Biblijs, quidue no[n], facile dinosci poterit.",Flavii Josephi,"Josephus, Flavius.","Flavius, Josephus.",15280101,15281231,1528,"Parisiis: Ioanne Petit, 1528.",Joanne Petit,Paris,France,"[32], CCCXXX leaves ; 31 cm.",STRONG ROOM MOCATTA FOLIO 1528 J6,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0015077-001,uni-ucl-jud-0015077-001,"Flavii Iosephi Opervm tomvs primvs[-tertivs]. : Decem priores Antiquitatum Iudaicarum libros, complectens. / vol.1",Flavii Josephi,"Josephus, Flavius.","Flavius, Josephus.",15550101,15551231,1555,Lvgduni: Seb Gryphium. 1555.,Sebastian Gryphius,Lyon,France,3 vols,STRONG ROOM MOCATTA 1555 J6 (1)/1,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0015080-001,uni-ucl-jud-0015080-001,"Giosefo : il quale, con memorabil' esempio della divina giustitia, co[n]tiene l'assedio, e ultima destruttione di Gierusalem, & tutto'l Regno de gli Hebrei, sotto Vespasiano, e Tito : dal greco, nell'idioma toscano tradotto : vltimamente con diligenza corretto, & in molti luoghi di non poco momento migliorato.",Giosefo Ilquale,"Josephus, Flavius.","Flavius, Josephus.",15550101,15551231,MDLV [1555].,"Vinegia: Francesco Rampazetto, MDLV. [1555]",Franceso Pampazetto,Venice,Italy,328 leaves ; 16 cm.,STRONG ROOM MOCATTA 1555 J6 (2),University College London,"Special Collections, UCL Library",Italian,
uni-ucl-jud-0015086-001,uni-ucl-jud-0015086-001,"A compendious and most marueilous history of the latter tymes of the Iewes commune weale, : beginnynge where the Bible or Scriptures leaue, and continuing to the vtter subuersion and laste destruction of that countrey and people: written in Hebrew by Ioseph Ben Gorion, a noble man of the same countrey, who sawe the most thinges him selfe, and was auctour and doer of a great part of the same. Translated into Englishe by Peter Morvvyng of Magdalen Colledge in Oxford.","Joseph, Ben Gorion","Ben Gorion, Joseph","Joseph, Ben Gorion",15580101,15581231,Anno Domini 1558.,"Londini: John Dave, 1558.",John Dave,London,England,"[6], cclxxviii, [1]f. : ill., ; 13 cm.",STRONG ROOM MOCATTA 1558 J6 (1),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130533-001,uni-ucl-jud-0130533-001,Ioannis Seldeni De synedriis & præfecturis iuridicis veterum Ebræorum liber tertiusm & ultimus.,Ioannis Seldeni,"Selden, John, 1584-1654.","John, Selden, 1584-1654.",16550101,16551231,MDCLV. [1655].,"Londini: Jacob Flesher, MDCLV.[1655]",Cornelius Bee,London,England,"[28], 441, [1] p. ; 19 cm.",STRONG ROOM MOCATTA 1650-55 S2/3,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0015091-001,uni-ucl-jud-0015091-001,Iosippus De bello Iudaico : Deinde decem Iudaeorum captiuitates & Decalogus cum eleganti commentariolo Rabbi Aben Esra /,"Joseph, Ben Gorion","Ben Gorion, Joseph","Joseph, Ben Gorion",15590101,15591231,1559,Basileae.,,Basel,Switzerland,"23, [1], 343, 96 p. ; 15 cm.",STRONG ROOM MOCATTA 1559 J6 (2),University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0130572-001,uni-ucl-jud-0130572-001,"The wonderful and most deplorable history of the latter times of the Jews : with the destruction of the city of Jerusalem. Which history begins where the Holy Scriptures do end. By Josephus Ben Gorion. Whereunto is added a brief of the ten captivities; with the pourtrait of the Roman rams, and engins of battery &c. As also of Jerusalem; with the fearfull, and presaging apparitions that were seen in the aire before her ruins. Moreover, there is a parallel of the late times, and crimes in London, with those in Jerusalem.","Joseph, Ben Gorion","Ben Gorion, Joseph","Joseph, Ben Gorion",16620101,16621231,An. Dom. 1662.,"London: Christopher Eccleston, 1662.",Christopher Eccleston,London,England,"[18], 96, 95-174, 177-272, 269-376, [12] p., [4] leaves of plates (1 folded) : ill., port. ; 17 cm.",STRONG ROOM MOCATTA 1662 J6,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130562-002,uni-ucl-jud-0130562-002,"The second part of a Short demurrer to the Ievves long discontinued remitter into England. : Containing a brief chronological collection of the most material records in the reigns of King John, Henry 3. and Edward 1. relating the history, affaires, state, condition, priviledges, obligations, debts, legal proceedings, justices, taxes, misdemeanors, forfeitures, restraints, transactions, of the Jews in, and final banishment out of England, never formerly published in print: with some short usefull observations upon them. Worthy the knowledge of all lawyers, scholars, statists, and of such Jews who desire re-admission into England. By VVilliam Prynne Esquire, a bencher of Lincolns-Inne.",William Pryne,"Prynne, William, 1600-1669.","William, Prynne, 1600-1669.",16560101,16561231,1656,"London: Edward Thomas, 1656.",Edward Thomas,London,England,"[4], 13, [1] p., 14-52 leaves, [34], 53-116, [3], 124-144, 141-147, [1] p. ; 19 cm.",STRONG ROOM MOCATTA 1656 P7(3)/2,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130562-001,uni-ucl-jud-0130562-001,"A short demurrer to the Jewes long discontinued remitter into England. : Comprising an exact chronological relation of their first admission into, their ill deportment, misdemeanors, condition, sufferings, oppressions, slaughters, plunders, by popular insurrections, and regal exactions in; and their total, final banishment by judgment and edict of Parliament, out of England, never to return again: collected out of the best historians. With a brief collection of such English laws, Scriptures, as seem strongly to plead, and conclude against their readmission into England, especially at this season, and against the general calling of the Jewish nation. With an answer to the chief allegations for their introduction. By William Prynne Esq; a bencher of Lincolnes-Inne.",William Pryne,"Prynne, William, 1600-1669.","William, Prynne, 1600-1669.",16560101,16561231,1656,"London: Edward Thomas, 1656.",Edward Thomas,London,England,"[12], 105, [1] p. ; 19 cm.",STRONG ROOM MOCATTA 1656 P7(3)/1,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130473-001,uni-ucl-jud-0130473-001,"The christian synagogue. : Wherein is contained the diverse reading, the right poynting, translation, and collation of scripture with scripture. With the customes of the Hebrewes and Proselytes, and of all those nations, with whom they were conversant. Digested into three Bookes. The first, shewing the meanes both inward and outward, to attaine to the knowledge of the sense of the whole scripture. The second, unfolding the true sense of the scripture it selfe, as also teaching the right way of gathering doctrines from any text of scripture. The third, teaching the true manner of confirmation, illustration, and application of doctrines, rightly gathered from the true sense of scripture. Serving generally for a helpe to the vnderstanding of all, that desire to know and obey the will of God in holy writ: but more specially for all young students in divinitie, that they may more easily vnderstand the languages of Canaan, and Greece, and make a profitable vse of them in preaching. By Iohn Weemse, of Lathoquar, in Scotland, Preacher of Christs gospell.",John Weemse,"Weemes, John, 1579?-1636.","John, Weemes ,1579?-1636.",16230101,16231231,1623,"London: I.D.I, 1623",John Bellamie,London,England,"[18], 308, [2] p. : ill. ; 21 cm.",STRONG ROOM MOCATTA 1623 W2,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130490-001,uni-ucl-jud-0130490-001,"Moses and Aaron. : Civil and ecclesiastical rites, used by the ancient Hebrewes; observed, and at large opened, for the clearing of many obscure texts thorowout the whole Scripture. Which texts are now added in the end of the book. Herein likewise is shewed what customes the Hebrewes borrowed from heathen people: and that many heathenish customes, originally have beene unwarrantable imitations of the Hebrewes. By Thomas Godwyn, B.D.",Thomas Godwyn,"Goodwin, Thomas, 1586 or 1587-1642.","Thomas, Goodwin, 1586 or 1587-1642.",16340101,16341231,1634,"London: John Haviland, 1634",John Haviland,London,England,"[8], 300, [12] p. ; 19 cm.",STRONG ROOM MOCATTA 1634 G6,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130487-001,uni-ucl-jud-0130487-001,"The auncient history of the Septuagint. VVritten in Greeke, by Aristeus 1900. yeares since. Of his voyage to Hierusalem, as ambassador from Ptolomeus Philadelphus, vnto Eleazer then pontiffe of the Iewes. Concerning the first translation of the Holy Bible, by the 72. interpreters. With many other remarkable circumstances. Newly done into English by I. Done.",I. Done,"Done, I.","I., Done",16330101,16331231,1633,"London: N.Okes, 1633.",N. Okes.,London,England,"[16], 80, 89-184, 189-219, [1] p ; 17 cm.",STRONG ROOM MOCATTA 1633 A7,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130588-001,uni-ucl-jud-0130588-001,"A conference betwixt a Protestant and a Jevv: or, A second letter from a merchant in London, to his correspondent in Amsterdam.",Richard Mayo,"Mayo, Richard, 1631?-1695.","Richard, Mayo, 1631?-1695.",16780101,16781231,1678,"London: Tho. Parkhurst, 1678.",Tho. Parkhurst,London,England,"[2], 40, [2] p ; 20 cm.",STRONG ROOM MOCATTA 1678 M1,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0135499-001,uni-ucl-jud-0135499-001,"A letter written to the Jewes by Rabbi Moses Scialitti a Jew of Florence baptized June 14. 1663. Declaring the reasons of his conversion, and exhorting them to embrace the Christian faith..",Paul Colend Scialitti,"Scialitti, Paul Colend.","Paul Colend, Scialitti.",16630101,16631231,printed 1663..,London: 1663.,,London,England,"[2], 39, [1] p. ; 20 cm.",MOCATTA BOUND PAMPHLETS 27.1,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130457-002,uni-ucl-jud-0130458-001,"[The booke of common prayer, : with the Psalter or Psalmes of Dauid, of that translation which is appointed to be vsed in churches.].",Annoymous,Church of England.,Annoymous,16110101,16111231,1611?].,,,,,[92] p. ; 22 cm.,STRONG ROOM MOCATTA 1612 B4/2,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130457-003,uni-ucl-jud-0130459-001,"The genealogies recorded in the Sacred Scriptures, : according to euery familie and tribe. With the line of our Sauiour Iesus Christ obserued from Adam, to the blessed Virgin Mary. By I.S.",I.S.,"Speed, John, 1552?-1629.","John Speed, 1552?-1629.",16120101,16121231,1612?].,,,,,"[2], 34 p. ; 22 cm.",STRONG ROOM MOCATTA 1612 B4/3,University College London,"Special Collections, UCL Library",English,
