Item name,<pqid>,<title>,<author_name>,<author_corrected>,<author_uninverted>,<startdate>,<enddate>,<displaydate>,<imprint>,<publisher_printer>,<place_of_publication>,<country_of_publication>,<pagination>,<shelfmark>,<source_library>,<source_collection>,<language>,<illustrations>
uni-ucl-jud-0130595-001,uni-ucl-jud-0130595-001,"The present state of the Jevvs : wherein is contained an exact account of their customs, secular and religious. To which is annexed a summary discourse of the Misna, Talmud, & Gemara. By L. Addison, D.D. one of his Majesties Chaplains in Ordinary; and author of the primitive institution.","L. Addison, D.D.","Addison, Lancelot, 1632-1703.","Lancelot Addison,1632-1703.",16760101,16761231,1676,"London: William Crooke, 1676.",J.C.,London,England,"[12], 247, [5] p. : 1 plate [frontis.] ; 16 cm.",STRONG ROOM MOCATTA 1676 A2 (1),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130596-001,uni-ucl-jud-0130596-001,"A relation of the most memorable thinges in the Tabernacle of Moses, and the Temple of Salomon [sic], : according to text of scripture. By Jacob Jehudah Leon, Hebr. Author of the model of Salomons temple.","Jacob Jehudah Leon, Hebr.","Templo, Jacob Judah Aryeh Leon, 1603-1675.","Jacob Judah Aryeh Leon Templo, 1603-1675.",16750101,16751231,1675,"Amsterdam: Peter Messchaert, 1675.",Peter Messchaert,Amsterdam,Natherlands,"[8], 27, [1] p. ; 19 cm.",STRONG ROOM MOCATTA 1675 T2,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130598-001,uni-ucl-jud-0130598-001,"The present state of the Jews : (more particularly relating to those in Barbary.) Wherein is contained an exact account of their customs, secular and religious. To which is annexed a summary discourse of the Misna, Talmud, and Gemara. By L. Addison, one of his Majesties chaplains in ordinary; and the author of the late revolutions and present customs of the kingdoms of Fez and Morocco.",L. Addison,"Addison, Lancelot, 1632-1703.","Lancelot Addison,1632-1703.",16750101,16751231,1675,"London: William Crooke, 1676.",J.C.,London,England,"[8], 249, [7] p., : plate [frontis.] ; 18 cm.",STRONG ROOM MOCATTA 1675 A2 (2),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130599-001,uni-ucl-jud-0130599-001,"A paper, shewing that the great conversion and restauration of all Israel and Judah will be fulfilled at Christs second coming; : and that the New Jerusalem, called Jehovah Shamma, described by Ezekiel, Chap. 40. to the end of the book, is most probably then to be set up, and is referred to the same time, &c. May 1. 1674.","Sherwin, William, 1607-1687?","Sherwin, William, 1607-1687?","William Sherwin, 1607-1687?",16740101,16741231,1674.].,,,,,8 p. ; 19 cm.,STRONG ROOM MOCATTA 1674 S3,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130600-001,uni-ucl-jud-0130600-001,"Judas and the Jews combined against Christ and his followers : being a re-joynder to the late nameless reply, called, Tyranny and hypocrisie detected, made against a book, entituled, The spirit of Alexander the Copper-smith rebuked, &c. which was an answer to a pamphlet, called, The spirit of the hat. In which truth is cleared from scandals, and the Church of Christ, in her faith, doctrine, and just power and authority in discipline is clearly and fully vindicated against the malicious endeavours of a confederacy of some envious professors and vagabond, apostate Quakers. By a member and servant of the Church of Christ, William Penn. To which are added several testimonies of persons concern\U+2019\d.",William Penn,"Penn, William, 1644-1718.","William Penn, 1644-1718.",16730101,16731231,in the Year 1673.,1673.,,,,"130, [2] p. ; 20 cm.",STRONG ROOM MOCATTA 1673 P2,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130601-001,uni-ucl-jud-0130601-001,Historia de' riti hebraici : vita & osseruanza de gl'Hebrei di questi tempi /,Leon Modena Rabi Hebreo da Venetia,"Modena, Leone, 1571-1648.","Leone Modena, 1571-1648.",16730101,16731231,MDCLXXIII [1673].,"Venetia: Miloco, M DC LXXIII. [1673]",Miloco,Venice,Italy,"[6], 126 p. ; 14 cm.",STRONG ROOM MOCATTA 1673 M6,University College London,"Special Collections, UCL Library",Italian,
uni-ucl-jud-0130602-001,uni-ucl-jud-0130602-001,"Catechismus Judæorum. : In disputatione & dialogo magistri ac discipuli scriptus à Rabbi Abrahamo Jagel, Monte Silicis oriundo. Et latinus ex hebræo factus à Ludovico de Compiegne de Veil, A.M.","Rabbi Abrahamo Jagel, Monte Silicis oriundo","Jagel, Abraham ben Hananiah dei Galicchi, active 16th century-17th century.","Abraham ben Hananiah dei Galicchi Jagel, active 16th century-17th century.",16790101,16791231,1679,"Londini: Sam. Carr, 1679.",A. Godbid and J. Playford,London,England,"[31], 58, 58, [3] p. ; 16 cm.",STRONG ROOM MOCATTA 1679 J1 (1),University College London,"Special Collections, UCL Library",Multiple,
uni-ucl-jud-0130603-001,uni-ucl-jud-0130603-001,"The present state of the Jevvs : wherein is contained an exact account of their customs, secular and religious to which is annexed a summary discourse of the Misna, Talmud, and Gemara. By L. Addison D.D. one of his Majesties chaplains in ordinary; and author of The life an death of Mahumet.","L. Addison, D.D.","Addison, Lancelot, 1632-1703.","Lancelot Addison, 1632-1703.",16820101,16821231,1682,"London: William Crook, 1682.",William Crook,London,England,"[12], 248, [4] p., : 1 plate [frontis.] ; 14 cm.",STRONG ROOM MOCATTA 1682 A2,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130604-001,uni-ucl-jud-0130604-001,"The manners of the Israelites in three parts : Of the Patriarchs; Of the Israelites aftertheir coming out of Egypt until the captivity of babylon; Of the Jews after their return from captivity until the preaching of the Gospel, shewing their customs secular and religious, their generous contempt of earthly grandeur, and the great benefit and advantage of a plain laborious, frugal and contented life.","Fleury, Claude, 1640-1723.","Fleury, Claude, 1640-1723.","Claude Fleury, 1640-1723.",16830101,16831231,1683,"London: William Freeman, 1683.",William Freeman,London,England,"[2], 48, 55-241, [1] p. ; 14 cm.",STRONG ROOM MOCATTA 1683 F5,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130607-001,uni-ucl-jud-0130607-001,"Monumenta antiqua Judaica, Augustæ Vindel. reperta, & enarrata, cum mantissa III. monum. vetustorum Roman : Operis Velseriani de antiquis monum. August. appendice quadam /",Matthiae Friderici Beckii,"Beck, Matthias Friedrich, 1649-1701.","Matthias Friedrich Beck, 1649-1701.",16860101,16861231,1686,"Augustae Vindel: Vidua Theoph. Goebelii, 1686.",Typis Koppmayerianis,Augsburg,Germany,"62, [2] p., [3] leaves of plates : ill. ; 16 cm.",STRONG ROOM MOCATTA 1686 B2,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0130610-001,uni-ucl-jud-0130610-001,"The Jews jubilee: or, The conjunction and resurrection of the dry bones of the whole house of Israel; : which respects their return home unto their own land, and their thorow and universal conversion unto the Christian faith.",Anonymous,Anonymous,Anonymous,16880101,16881231,1688,"London: Randall Taylor, 1688.",Randall Taylor,London,England,"[2], 44, [2] p. ; 21 cm.",STRONG ROOM MOCATTA 1688 J2,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130612-001,uni-ucl-jud-0130612-001,"De Historia shahiludii tria scripta hebraica viz. Rabbi Abraham Aben-ezræ prelegans poëma rythmicum, R. Bonseniora Ben-Jachiæ facunda oratio profaica, liber deliciæ regum prosã, stylo puriore, per anonymum Omnia ex Chartis MSS jam primo deprompsi & Latinè vertit Thomas Hyde ... : De Ludis Orientalium Libri prima pars 2da, quae est Hebraica: priore parte (quae Latine agit de solo Shahiludio apud Arabes, Persas, Indos, Chinenses, &c.) hactenus iedita, donec sumptum facturis videbitur.","Rabbi Abraham Aben-Ezra, R. Bonseniora Ben-Jachiae","Aben-Ezra, Rabbi Abraham, Ben-Jachiae, R. Bonseniora","Rabbi Abraham Aben-Ezra, R. Bonseniora Ben-Jachiae",16890101,16891231,MDCLXXXIX [1689].,"Oxonii: Thomas Hyde S.T.D, MDCLXXXIX. [1689]",Thomas Hyde S.T.D,Oxford,England,"[8], 71 p. ; 16 cm.",STRONG ROOM MOCATTA 1689 H4,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0130613-001,uni-ucl-jud-0130613-001,The wonderful and most deplorable history of the latter times of the Jews : with the destruction of the city of Jerusalem : which history begins where the Holy Scriptures end /,Josephus Ben Gorion,"Gorion, Josephus Ben",Josephus Ben Gorion,16890101,16891231,MDCLXXXIX [1689].,"London: W. Thackeray, MDCLXXXIX. [1689]",W. Thackeray,London,England,"[18], 340, [10] p., [3] leaves of plates (1 folded) : ill. (woodcut, metal cuts), port. (metal cut) ; 17 cm.",STRONG ROOM MOCATTA 1689 J6,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130619-001,uni-ucl-jud-0130619-001,"An account of the conversion of Theodore John, a late teacher among the Jews, : together with his confession of the Christian faith, which he delivered immediately before he was baptized in the presence of the Lutheran congregation in the German church in Little-Trinity Lane, London, on the 23d. Sunday after Trinity, being the 31st. of October, in the year of our Lord God 1692. Translated out of High Dutch into English.",Theodore John,"John, Theodore.",Theodore John,16930101,16931231,1693,"London: John Dunton, 1693.",John Dunton,London,England,"[12], 54, [6] p. ; 16 cm.",STRONG ROOM MOCATTA 1693 J6 (1)/1,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130619-002,uni-ucl-jud-0130619-002,"A conference betwixt a modern atheist, and his friend. : By the methodizer of the second Spira.","Sault, Richard, -1702.","Sault, Richard, -1702.","Richard Sault, -1702.",16930101,16931231,1693,"London: John Dunton, 1693.",John Dunton,London,England,56 p. ; 17 cm.,STRONG ROOM MOCATTA 1693 J6 (1)/2,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130620-001,uni-ucl-jud-0130620-001,"An account of the conversion of Theodore John, a late teacher among the Jews, : together with his confession of the Christian faith, which he delivered immediately before he was baptized in the presence of the Lutheran congregation in the German church in Little-Trinity Lane, London, on the 23d. Sunday after Trinity, being the 31st. of October, in the year of our Lord God 1692. Translated out of High Dutch into English.",Theodore John,"John, Theodore.",Theodore John,16930101,16931231,1693,"London: John Dunton, 1693.",John Dunton,London,England,"[12], 54, [6] p. ; 16 cm.",STRONG ROOM MOCATTA 1693 J6 (2),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130621-001,uni-ucl-jud-0130621-001,"The Second Spira : being a fearful example of an atheist who had apostatized from the Christian religion, and died in despair at Westminster, Decemb. 8, 1692 : with an account of his sickness, convictions, discourses with friends and ministers, and of his dreadful expressions and blasphemies when he left the world : as also a letter from an atheist of his acquaintance, with his answer to it / by J.S., a minister of the Church of England ...",J.S.,"Sault, Richard, -1702.","Richard Sault, -1702.",16930101,16931231,1693,"London: John Dunton, 1693.",John Dunton,London,England,"[14], 56, [2] p. ; 16 cm.",STRONG ROOM MOCATTA 1693 S1/1,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130621-002,uni-ucl-jud-0130621-002,"A Conference Betwixt a Modern Atheist, and His Friend by the Methodizer of the Second Spira.",John Sault,"Sault, John",John Sault,16930101,16931231,1693,"London: John Dunton, 1693.",John Dunton,London,England,,,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130621-003,uni-ucl-jud-0130621-003,"An account of the conversion of Theodore John, a late teacher among the Jews, : together with his confession of the Christian faith, which he delivered immediately before he was baptized in the presence of the Lutheran congregation in the German church in Little-Trinity Lane, London, on the 23d. Sunday after Trinity, being the 31st. of October, in the year of our Lord God 1692. Translated out of High Dutch into English.",Theodore John,"John, Theodore.",Theodore John,16930101,16931231,1693,"London: John Dunton, 1693.",John Dunton,London,England,"[12], 54, [6] p. ; 16 cm.",STRONG ROOM MOCATTA 1693 S1/3,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130621-004,uni-ucl-jud-0130621-004,"An earnest call to family-catechising, and reformation. : By a reverend divine.",Anonymous,Anonymous,Anonymous,16930101,16931231,1693,"London: John Dunton, 1693.",J. W.,London,England,"[2], xix, [1], 50 p. ; 16 cm.",STRONG ROOM MOCATTA 1693 S1/4,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130621-005,uni-ucl-jud-0130621-005,"Rules for hearing the Word of God with certain and saving benefit. By Daniel Burgess, minister of the gospel. Published by an hearer of them, at the request of many others.",Daniel Burgess,"Burgess, Daniel, 1645-1713.","Daniel Burgess, 1645-1713.",16930101,16931231,MDCXCIII [1693].,"London: Andrew Bell and Jonas Luntly, MDXCIII. [1693]",Andrew Bell and Jonas Luntly,London,England,24 p. ; 16 cm.,STRONG ROOM MOCATTA 1693 S1/5,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130621-006,uni-ucl-jud-0130621-006,"An account of one Ann Jefferies, now living in the county of Cornwall, who was fed for six months by a small sort of airy people call'd fairies. : And of the strange and wonderful cures she performed with salves and medicines she received from them, for which she never too one penny of her patients. In a letter from Moses Pitt to the Right Reverend Father in God, Dr. Edward Fowler, Lord Bishop of Glocester.",Moses Pitt,"Pitt, Moses, active 1654-1696.","Moses, Pitt, active 1654-1696.",16960101,16961231,1696,"London: Richard Cumberland, 1696.",Richard Cumberland,London,England,"23, [1] p. ; 16 cm.",STRONG ROOM MOCATTA 1693 S1/6,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130621-007,uni-ucl-jud-0130621-007,"[A new art of short and swift writing, without characters. Invented some years since by Mr. Ratcliff of Plimouth; but not published in his life-time. : By which rules a common hand will make such expedition, that sermons, speeches, or tryals may be taken with delight].","Ratcliffe, Thomas, of Plymouth.","Ratcliffe, Thomas, of Plymouth.","Thomas Ratcliffe, of Plymouth.",16880101,16881231,[1688.]].,,,,,"22, [2] p., [1] leaf of plate : frontis. ; 16 cm.",STRONG ROOM MOCATTA 1693 S1/7,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130623-001,uni-ucl-jud-0130623-001,"Of the term of life. : Viz. Whether it is fix’d or alterable; with the sense of the Jewish doctors, both ancient and modern, touching predestination and free-will. Also an explication of several obscure passages and prophecies in the Old Testament; together with some remarkable customs observ’d by the Jews. Written in Latin by the famous Menasseh Ben Israel the Jew and now translated into English. To which are added, the author’s life, never before publish’d; and a catalogue of his works.",Menasseh Ben-Israel,"Manasseh ben Israel, 1604-1657.","Manasseh ben Israel, 1604-1657.",16990101,16991231,1699,"London: J. Nutt, 1699.",J. Nutt,London,England,"[12], xvi, 116 p ; 16 cm.",STRONG ROOM MOCATTA 1699 M1,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130624-001,uni-ucl-jud-0130624-001,"Two journeys to Jerusalem. : Containing, first, a strange and true account of the travels of two English pilgrims some years since, and what admirable accidents befel them in their journey to Jerusalem, Gr. Cairo, Alexandira, &c. Secondly, that travels of 14 Englishmen in 1669. to Jerusalem, Bethlem, Jericho, the River Jordan, the lake of Sodom and Gomorrah, &c. With the antiquities, monumenta, and memorable places mentioned in Holy Scripture. By T.B. To which are prefixed memorable remarks upon the antient and modern state of the Jewish nation. As 1. A description of the Holy Land, its situation, fertility, &c. 2. The several captivities of the Jews, after they were possessed thereof. 3. Probable conjectures of what is become of the ten tribes, who were carried captives by the assyrians, with divers pertinent relations pursuant thereto. 4. The state of the Jews since their extermination, with the present condition of Palestine. Together with a relation of the great council of the Jews in the plains of Hungaria in 1650. to examine the Scriptures concerning Christ. By S.L. an Englishmen there present. With an account of the wonderful delusion of the Jews by a false Christ in Smirna, in 1666. Lastly, the final excirpation and destruction of the Jews in Persia in 1666. and the occasion thereof. Collected by R.B. and beautified with pictures.",Anonymous,Anonymous,Anonymous,16990101,16991231,1699,"London: Nath. Crouch, 1699.",Nath. Crouch,London,England,"180, [12] p., [1] leaf of plates : ill. ; 15 cm.",STRONG ROOM MOCATTA 1699 T8,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130658-001,uni-ucl-jud-0130658-001,"Menasseh ben Israel Conciliator : sive, De convenientia locorum S. Scripturae, quae pugnare inter se videntur. Opus ex vetustis, & recentioribus omnibus Rabbinis, magnâ industriâ, ac fide congestum.",Menasseh Ben Israel,"Manasseh ben Israel, 1604-1657.","Manasseh ben Israel, 1604-1657.",16330101,16331231,MDCXXXIII [1633].,"Amstelodami: Auctoris typis & impensis, M DC XXXIII. [1633]",Menasseh Ben Israel,Amsterdam,Netherlands,"[8], 240 p. ; 19 cm.",STRONG ROOM MOCATTA 1633 M2,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0130660-001,uni-ucl-jud-0130660-001,"A discovery of the latitude of the loss of the earthly paradise by original sin. : Occasioned by a disputation betwixt Mr. Matthias Rutton, min: of Boughton Munchalse in Kent, and the author hereof; branched out in these particulars, as followeth: I. First, an examination of his apologetical letter, with a full answer thereunto. II. Secondly, six arguments to prove that original sin exposed Adam and his posterity but to the first death. III. Thirdly, a discovery of the false and corrupted ministers by ten characters. IV. Fourthly, a discovery of the true ministers by ten characters. By George Hammon, pastor to the Church of Christ meeting in Biddenden in Kent.",George Hammon,"Hammon, George.",George Hammon,16550101,16551231,1655,"London: Francis Smith, 1655.",Ro: Ibbitson,London,England,"[16], 195, [3] p. ; 14 cm.",STRONG ROOM MOCATTA 1655 H1,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130676-001,uni-ucl-jud-0130676-001,Novorum bibliorum polyglottorum synopsis.,"Simon, Richard, 1638-1712.","Simon, Richard, 1638-1712.","Richard Simon, 1638-1712.",16840101,16841231,MDCLXXXIV [1684].,"Ultrajacti: Frederici Arnoldi, M.DC.LXXXIV. [1684]",Frederici Arnoldi,Utrecht,Netherlands,31 p. ; 15 cm.,STRONG ROOM MOCATTA 1684 S4,University College London,"Special Collections, UCL Library",Latin,
